"Região Habilitação Atual","UF Habilitação Atual","Sexo","Faixa Etária","Categoria","Qt. Condutor Histórico"
"Sudeste","Rio de Janeiro","Masculino","41 a 50","AE-Condutor Moto/Carreta","15.963"
"Sudeste","Rio de Janeiro","Masculino","41 a 50","B-Condutor Carro","473.302"
"Sudeste","Rio de Janeiro","Masculino","41 a 50","C-Condutor Caminhão","5.244"
"Sudeste","Rio de Janeiro","Masculino","41 a 50","D-Condutor Ônibus","76.239"
"Sudeste","Rio de Janeiro","Masculino","41 a 50","E-Condutor Carreta","13.522"
"Sudeste","Rio de Janeiro","Masculino","41 a 50","X-Condutor Ciclomotor","11"
"Sudeste","Rio de Janeiro","Masculino","41 a 50","XB-Condutor Ciclomotor/Carro","162"
"Sudeste","Rio de Janeiro","Masculino","41 a 50","XC-Condutor Ciclomotor/Caminhão","5"
"Sudeste","Rio de Janeiro","Masculino","41 a 50","XD-Condutor Ciclomotor/Ônibus","1"
"Sudeste","Rio de Janeiro","Masculino","51 a 60","A-Condutor Moto","9.387"
"Sudeste","Rio de Janeiro","Masculino","51 a 60","AB-Condutor Moto/Carro","132.519"
"Sudeste","Rio de Janeiro","Masculino","51 a 60","AC-Condutor Moto/Caminhão","27.018"
"Sudeste","Rio de Janeiro","Masculino","51 a 60","AD-Condutor Moto/Ônibus","38.857"
"Sudeste","Rio de Janeiro","Masculino","51 a 60","AE-Condutor Moto/Carreta","10.749"
"Sudeste","Rio de Janeiro","Masculino","51 a 60","B-Condutor Carro","369.682"
"Sudeste","Rio de Janeiro","Masculino","51 a 60","C-Condutor Caminhão","30.456"
"Sudeste","Rio de Janeiro","Masculino","51 a 60","D-Condutor Ônibus","68.966"
"Sudeste","Rio de Janeiro","Masculino","51 a 60","E-Condutor Carreta","11.784"
"Sudeste","Rio de Janeiro","Masculino","51 a 60","X-Condutor Ciclomotor","9"
"Sudeste","Rio de Janeiro","Masculino","51 a 60","XB-Condutor Ciclomotor/Carro","119"
"Sudeste","Rio de Janeiro","Masculino","51 a 60","XC-Condutor Ciclomotor/Caminhão","6"
"Sudeste","Rio de Janeiro","Masculino","51 a 60","XD-Condutor Ciclomotor/Ônibus","5"
"Sudeste","Rio de Janeiro","Masculino","51 a 60","XE-Condutor Ciclomotor/Carreta","4"
"Sudeste","Rio de Janeiro","Masculino","61 a 70","A-Condutor Moto","3.493"
"Sudeste","Rio de Janeiro","Masculino","61 a 70","AB-Condutor Moto/Carro","94.159"
"Sudeste","Rio de Janeiro","Masculino","61 a 70","AC-Condutor Moto/Caminhão","13.452"
"Sudeste","Rio de Janeiro","Masculino","61 a 70","AD-Condutor Moto/Ônibus","25.235"
"Sudeste","Rio de Janeiro","Masculino","61 a 70","AE-Condutor Moto/Carreta","3.747"
"Sudeste","Rio de Janeiro","Masculino","61 a 70","B-Condutor Carro","344.537"
"Sudeste","Rio de Janeiro","Masculino","61 a 70","C-Condutor Caminhão","37.027"
"Sudeste","Rio de Janeiro","Masculino","61 a 70","D-Condutor Ônibus","67.847"
"Sudeste","Rio de Janeiro","Masculino","61 a 70","E-Condutor Carreta","8.443"
"Sudeste","Rio de Janeiro","Masculino","61 a 70","X-Condutor Ciclomotor","20"
"Sudeste","Rio de Janeiro","Masculino","61 a 70","XB-Condutor Ciclomotor/Carro","44"
"Sudeste","Rio de Janeiro","Masculino","61 a 70","XC-Condutor Ciclomotor/Caminhão","3"
"Sudeste","Rio de Janeiro","Masculino","61 a 70","XD-Condutor Ciclomotor/Ônibus","2"
"Sudeste","Rio de Janeiro","Masculino","61 a 70","XE-Condutor Ciclomotor/Carreta","1"
"Sudeste","Rio de Janeiro","Masculino","71 a 80","A-Condutor Moto","773"
"Sudeste","Rio de Janeiro","Masculino","71 a 80","AB-Condutor Moto/Carro","41.395"
"Sudeste","Rio de Janeiro","Masculino","71 a 80","AC-Condutor Moto/Caminhão","2.600"
"Sudeste","Rio de Janeiro","Masculino","71 a 80","AD-Condutor Moto/Ônibus","9.062"
"Sudeste","Rio de Janeiro","Masculino","71 a 80","AE-Condutor Moto/Carreta","734"
"Sudeste","Rio de Janeiro","Masculino","71 a 80","B-Condutor Carro","267.051"
"Sudeste","Rio de Janeiro","Masculino","71 a 80","C-Condutor Caminhão","19.817"
"Sudeste","Rio de Janeiro","Masculino","71 a 80","D-Condutor Ônibus","48.785"
"Sudeste","Rio de Janeiro","Masculino","71 a 80","E-Condutor Carreta","3.121"
"Sudeste","Rio de Janeiro","Masculino","71 a 80","X-Condutor Ciclomotor","13"
"Sudeste","Rio de Janeiro","Masculino","71 a 80","XB-Condutor Ciclomotor/Carro","22"
"Sudeste","Rio de Janeiro","Masculino","71 a 80","XC-Condutor Ciclomotor/Caminhão","2"
"Sudeste","Rio de Janeiro","Masculino","81 a 90","A-Condutor Moto","172"
"Sudeste","Rio de Janeiro","Masculino","81 a 90","AB-Condutor Moto/Carro","13.211"
"Sudeste","Rio de Janeiro","Masculino","81 a 90","AC-Condutor Moto/Caminhão","784"
"Sudeste","Rio de Janeiro","Masculino","81 a 90","AD-Condutor Moto/Ônibus","2.899"
"Sudeste","Rio de Janeiro","Masculino","81 a 90","AE-Condutor Moto/Carreta","94"
"Sudeste","Rio de Janeiro","Masculino","81 a 90","B-Condutor Carro","152.948"
"Sudeste","Rio de Janeiro","Masculino","81 a 90","C-Condutor Caminhão","9.837"
"Sudeste","Rio de Janeiro","Masculino","81 a 90","D-Condutor Ônibus","28.489"
"Sudeste","Rio de Janeiro","Masculino","81 a 90","E-Condutor Carreta","855"
"Sudeste","Rio de Janeiro","Masculino","81 a 90","X-Condutor Ciclomotor","1"
"Sudeste","Rio de Janeiro","Masculino","81 a 90","XB-Condutor Ciclomotor/Carro","4"
"Sudeste","Rio de Janeiro","Masculino","91 a 100","A-Condutor Moto","51"
"Sudeste","Rio de Janeiro","Masculino","91 a 100","AB-Condutor Moto/Carro","3.841"
"Sudeste","Rio de Janeiro","Masculino","91 a 100","AC-Condutor Moto/Caminhão","133"
"Sudeste","Rio de Janeiro","Masculino","91 a 100","AD-Condutor Moto/Ônibus","602"
"Sudeste","Rio de Janeiro","Masculino","91 a 100","AE-Condutor Moto/Carreta","10"
"Sudeste","Rio de Janeiro","Masculino","91 a 100","B-Condutor Carro","81.312"
"Sudeste","Rio de Janeiro","Masculino","91 a 100","C-Condutor Caminhão","2.337"
"Sudeste","Rio de Janeiro","Masculino","91 a 100","D-Condutor Ônibus","8.079"
"Sudeste","Rio de Janeiro","Masculino","91 a 100","E-Condutor Carreta","164"
"Sudeste","Rio de Janeiro","Masculino","101 a 120","A-Condutor Moto","7"
"Sudeste","Rio de Janeiro","Masculino","101 a 120","AB-Condutor Moto/Carro","553"
"Sudeste","Rio de Janeiro","Masculino","101 a 120","AC-Condutor Moto/Caminhão","9"
"Sudeste","Rio de Janeiro","Masculino","101 a 120","AD-Condutor Moto/Ônibus","56"
"Sudeste","Rio de Janeiro","Masculino","101 a 120","B-Condutor Carro","19.049"
"Sudeste","Rio de Janeiro","Masculino","101 a 120","C-Condutor Caminhão","223"
"Sudeste","Rio de Janeiro","Masculino","101 a 120","D-Condutor Ônibus","736"
"Sudeste","Rio de Janeiro","Masculino","101 a 120","E-Condutor Carreta","5"
"Sudeste","Rio de Janeiro","Masculino","Mais de 120","B-Condutor Carro","8"
"Sudeste","Rio de Janeiro","Feminino","18 a 21","A-Condutor Moto","524"
"Sudeste","Rio de Janeiro","Feminino","18 a 21","AB-Condutor Moto/Carro","9.065"
"Sudeste","Rio de Janeiro","Feminino","18 a 21","AD-Condutor Moto/Ônibus","1"
"Sudeste","Rio de Janeiro","Feminino","18 a 21","B-Condutor Carro","26.547"
"Sudeste","Rio de Janeiro","Feminino","22 a 25","A-Condutor Moto","2.073"
"Sudeste","Rio de Janeiro","Feminino","22 a 25","AB-Condutor Moto/Carro","23.656"
"Sudeste","Rio de Janeiro","Feminino","22 a 25","AC-Condutor Moto/Caminhão","1"
"Sudeste","Rio de Janeiro","Feminino","22 a 25","AD-Condutor Moto/Ônibus","93"
"Sudeste","Rio de Janeiro","Feminino","22 a 25","AE-Condutor Moto/Carreta","2"
"Sudeste","Rio de Janeiro","Feminino","22 a 25","B-Condutor Carro","71.324"
"Sudeste","Rio de Janeiro","Feminino","22 a 25","C-Condutor Caminhão","3"
"Sudeste","Rio de Janeiro","Feminino","22 a 25","D-Condutor Ônibus","47"
"Sudeste","Rio de Janeiro","Feminino","22 a 25","E-Condutor Carreta","3"
"Sudeste","Rio de Janeiro","Feminino","22 a 25","XB-Condutor Ciclomotor/Carro","4"
"Sudeste","Rio de Janeiro","Feminino","26 a 30","A-Condutor Moto","4.089"
"Sudeste","Rio de Janeiro","Feminino","26 a 30","AB-Condutor Moto/Carro","39.883"
"Sudeste","Rio de Janeiro","Feminino","26 a 30","AC-Condutor Moto/Caminhão","3"
"Sudeste","Rio de Janeiro","Feminino","26 a 30","AD-Condutor Moto/Ônibus","318"
"Sudeste","Rio de Janeiro","Feminino","26 a 30","AE-Condutor Moto/Carreta","19"
"Sudeste","Rio de Janeiro","Feminino","26 a 30","B-Condutor Carro","144.896"
"Sudeste","Rio de Janeiro","Feminino","26 a 30","C-Condutor Caminhão","5"
"Sudeste","Rio de Janeiro","Feminino","26 a 30","D-Condutor Ônibus","195"
"Sudeste","Rio de Janeiro","Feminino","26 a 30","E-Condutor Carreta","3"
"Sudeste","Rio de Janeiro","Feminino","26 a 30","X-Condutor Ciclomotor","3"
"Sudeste","Rio de Janeiro","Feminino","26 a 30","XB-Condutor Ciclomotor/Carro","18"
"Sudeste","Rio de Janeiro","Feminino","31 a 40","A-Condutor Moto","8.862"
"Sudeste","Rio de Janeiro","Feminino","31 a 40","AB-Condutor Moto/Carro","72.235"
"Sudeste","Rio de Janeiro","Feminino","31 a 40","AC-Condutor Moto/Caminhão","4"
"Sudeste","Rio de Janeiro","Feminino","31 a 40","AD-Condutor Moto/Ônibus","1.328"
"Sudeste","Rio de Janeiro","Feminino","31 a 40","AE-Condutor Moto/Carreta","122"
"Sudeste","Rio de Janeiro","Feminino","31 a 40","B-Condutor Carro","395.376"
"Sudeste","Rio de Janeiro","Feminino","31 a 40","C-Condutor Caminhão","12"
"Sudeste","Rio de Janeiro","Feminino","31 a 40","D-Condutor Ônibus","1.351"
"Sudeste","Rio de Janeiro","Feminino","31 a 40","E-Condutor Carreta","61"
"Sudeste","Rio de Janeiro","Feminino","31 a 40","X-Condutor Ciclomotor","13"
"Sudeste","Rio de Janeiro","Feminino","31 a 40","XB-Condutor Ciclomotor/Carro","94"
"Sudeste","Rio de Janeiro","Feminino","41 a 50","A-Condutor Moto","6.577"
"Sudeste","Rio de Janeiro","Feminino","41 a 50","AB-Condutor Moto/Carro","41.438"
"Sudeste","Rio de Janeiro","Feminino","41 a 50","AC-Condutor Moto/Caminhão","77"
"Sudeste","Rio de Janeiro","Feminino","41 a 50","AD-Condutor Moto/Ônibus","1.360"
"Sudeste","Rio de Janeiro","Feminino","41 a 50","AE-Condutor Moto/Carreta","163"
"Sudeste","Rio de Janeiro","Feminino","41 a 50","B-Condutor Carro","439.156"
"Sudeste","Rio de Janeiro","Feminino","41 a 50","C-Condutor Caminhão","96"
"Sudeste","Rio de Janeiro","Feminino","41 a 50","D-Condutor Ônibus","3.120"
"Sudeste","Rio de Janeiro","Feminino","41 a 50","E-Condutor Carreta","153"
"Sudeste","Rio de Janeiro","Feminino","41 a 50","X-Condutor Ciclomotor","27"
"Sudeste","Rio de Janeiro","Feminino","41 a 50","XB-Condutor Ciclomotor/Carro","85"
"Sudeste","Rio de Janeiro","Feminino","41 a 50","XC-Condutor Ciclomotor/Caminhão","2"
"Sudeste","Rio de Janeiro","Feminino","51 a 60","A-Condutor Moto","2.911"
"Sudeste","Rio de Janeiro","Feminino","51 a 60","AB-Condutor Moto/Carro","21.125"
"Sudeste","Rio de Janeiro","Feminino","51 a 60","AC-Condutor Moto/Caminhão","401"
"Sudeste","Rio de Janeiro","Feminino","51 a 60","AD-Condutor Moto/Ônibus","718"
"Sudeste","Rio de Janeiro","Feminino","51 a 60","AE-Condutor Moto/Carreta","63"
"Sudeste","Rio de Janeiro","Feminino","51 a 60","B-Condutor Carro","304.759"
"Sudeste","Rio de Janeiro","Feminino","51 a 60","C-Condutor Caminhão","942"
"Sudeste","Rio de Janeiro","Feminino","51 a 60","D-Condutor Ônibus","2.475"
"Sudeste","Rio de Janeiro","Feminino","51 a 60","E-Condutor Carreta","83"
"Sudeste","Rio de Janeiro","Feminino","51 a 60","X-Condutor Ciclomotor","32"
"Sudeste","Rio de Janeiro","Feminino","51 a 60","XB-Condutor Ciclomotor/Carro","49"
"Sudeste","Rio de Janeiro","Feminino","51 a 60","XC-Condutor Ciclomotor/Caminhão","3"
"Sudeste","Rio de Janeiro","Feminino","61 a 70","A-Condutor Moto","604"
"Sudeste","Rio de Janeiro","Feminino","61 a 70","AB-Condutor Moto/Carro","10.873"
"Sudeste","Rio de Janeiro","Feminino","61 a 70","AC-Condutor Moto/Caminhão","207"
"Sudeste","Rio de Janeiro","Feminino","61 a 70","AD-Condutor Moto/Ônibus","252"
"Sudeste","Rio de Janeiro","Feminino","61 a 70","AE-Condutor Moto/Carreta","29"
"Sudeste","Rio de Janeiro","Feminino","61 a 70","B-Condutor Carro","236.814"
"Sudeste","Rio de Janeiro","Feminino","61 a 70","C-Condutor Caminhão","1.242"
"Sudeste","Rio de Janeiro","Feminino","61 a 70","D-Condutor Ônibus","1.496"
"Sudeste","Rio de Janeiro","Feminino","61 a 70","E-Condutor Carreta","35"
"Sudeste","Rio de Janeiro","Feminino","61 a 70","X-Condutor Ciclomotor","16"
"Sudeste","Rio de Janeiro","Feminino","61 a 70","XB-Condutor Ciclomotor/Carro","20"
"Sudeste","Rio de Janeiro","Feminino","61 a 70","XC-Condutor Ciclomotor/Caminhão","1"
"Sudeste","Rio de Janeiro","Feminino","71 a 80","A-Condutor Moto","43"
"Sudeste","Rio de Janeiro","Feminino","71 a 80","AB-Condutor Moto/Carro","2.760"
"Sudeste","Rio de Janeiro","Feminino","71 a 80","AC-Condutor Moto/Caminhão","56"
"Sudeste","Rio de Janeiro","Feminino","71 a 80","AD-Condutor Moto/Ônibus","82"
"Sudeste","Rio de Janeiro","Feminino","71 a 80","AE-Condutor Moto/Carreta","3"
"Sudeste","Rio de Janeiro","Feminino","71 a 80","B-Condutor Carro","142.309"
"Sudeste","Rio de Janeiro","Feminino","71 a 80","C-Condutor Caminhão","705"
"Sudeste","Rio de Janeiro","Feminino","71 a 80","D-Condutor Ônibus","580"
"Sudeste","Rio de Janeiro","Feminino","71 a 80","E-Condutor Carreta","9"
"Sudeste","Rio de Janeiro","Feminino","71 a 80","XB-Condutor Ciclomotor/Carro","1"
"Sudeste","Rio de Janeiro","Feminino","81 a 90","AB-Condutor Moto/Carro","393"
"Sudeste","Rio de Janeiro","Feminino","81 a 90","AC-Condutor Moto/Caminhão","11"
"Sudeste","Rio de Janeiro","Feminino","81 a 90","AD-Condutor Moto/Ônibus","27"
"Sudeste","Rio de Janeiro","Feminino","81 a 90","AE-Condutor Moto/Carreta","2"
"Sudeste","Rio de Janeiro","Feminino","81 a 90","B-Condutor Carro","54.372"
"Sudeste","Rio de Janeiro","Feminino","81 a 90","C-Condutor Caminhão","210"
"Sudeste","Rio de Janeiro","Feminino","81 a 90","D-Condutor Ônibus","215"
"Sudeste","Rio de Janeiro","Feminino","81 a 90","E-Condutor Carreta","6"
"Sudeste","Rio de Janeiro","Feminino","91 a 100","AB-Condutor Moto/Carro","67"
"Sudeste","Rio de Janeiro","Feminino","91 a 100","AC-Condutor Moto/Caminhão","1"
"Sudeste","Rio de Janeiro","Feminino","91 a 100","AD-Condutor Moto/Ônibus","3"
"Sudeste","Rio de Janeiro","Feminino","91 a 100","B-Condutor Carro","16.529"
"Sudeste","Rio de Janeiro","Feminino","91 a 100","C-Condutor Caminhão","38"
"Sudeste","Rio de Janeiro","Feminino","91 a 100","D-Condutor Ônibus","50"
"Sudeste","Rio de Janeiro","Feminino","101 a 120","AB-Condutor Moto/Carro","7"
"Sudeste","Rio de Janeiro","Feminino","101 a 120","B-Condutor Carro","1.937"
"Sudeste","Rio de Janeiro","Feminino","101 a 120","C-Condutor Caminhão","1"
"Sudeste","Rio de Janeiro","Feminino","101 a 120","D-Condutor Ônibus","1"
"Sudeste","Rio de Janeiro","Feminino","Mais de 120","B-Condutor Carro","1"
"Sudeste","São Paulo","Masculino","18 a 21","A-Condutor Moto","8.635"
"Sudeste","São Paulo","Masculino","18 a 21","AB-Condutor Moto/Carro","287.058"
"Sudeste","São Paulo","Masculino","18 a 21","AC-Condutor Moto/Caminhão","638"
"Sudeste","São Paulo","Masculino","18 a 21","AD-Condutor Moto/Ônibus","690"
"Sudeste","São Paulo","Masculino","18 a 21","AE-Condutor Moto/Carreta","37"
"Sudeste","São Paulo","Masculino","18 a 21","B-Condutor Carro","147.465"
"Sudeste","São Paulo","Masculino","18 a 21","C-Condutor Caminhão","133"
"Sudeste","São Paulo","Masculino","18 a 21","D-Condutor Ônibus","92"
"Sudeste","São Paulo","Masculino","18 a 21","E-Condutor Carreta","5"
"Sudeste","São Paulo","Masculino","18 a 21","XB-Condutor Ciclomotor/Carro","1"
"Sudeste","São Paulo","Masculino","22 a 25","A-Condutor Moto","24.158"
"Sudeste","São Paulo","Masculino","22 a 25","AB-Condutor Moto/Carro","533.537"
"Sudeste","São Paulo","Masculino","22 a 25","AC-Condutor Moto/Caminhão","1.285"
"Sudeste","São Paulo","Masculino","22 a 25","AD-Condutor Moto/Ônibus","19.407"
"Sudeste","São Paulo","Masculino","22 a 25","AE-Condutor Moto/Carreta","2.567"
"Sudeste","São Paulo","Masculino","22 a 25","B-Condutor Carro","282.825"
"Sudeste","São Paulo","Masculino","22 a 25","C-Condutor Caminhão","276"
"Sudeste","São Paulo","Masculino","22 a 25","D-Condutor Ônibus","2.973"
"Sudeste","São Paulo","Masculino","22 a 25","E-Condutor Carreta","330"
"Sudeste","São Paulo","Masculino","22 a 25","XB-Condutor Ciclomotor/Carro","1"
"Sudeste","São Paulo","Masculino","26 a 30","A-Condutor Moto","30.060"
"Sudeste","São Paulo","Masculino","26 a 30","AB-Condutor Moto/Carro","790.432"
"Sudeste","São Paulo","Masculino","26 a 30","AC-Condutor Moto/Caminhão","2.493"
"Sudeste","São Paulo","Masculino","26 a 30","AD-Condutor Moto/Ônibus","56.489"
"Sudeste","São Paulo","Masculino","26 a 30","AE-Condutor Moto/Carreta","11.954"
"Sudeste","São Paulo","Masculino","26 a 30","B-Condutor Carro","473.536"
"Sudeste","São Paulo","Masculino","26 a 30","C-Condutor Caminhão","430"
"Sudeste","São Paulo","Masculino","26 a 30","D-Condutor Ônibus","10.189"
"Sudeste","São Paulo","Masculino","26 a 30","E-Condutor Carreta","1.388"
"Sudeste","São Paulo","Masculino","26 a 30","X-Condutor Ciclomotor","2"
"Sudeste","São Paulo","Masculino","26 a 30","XB-Condutor Ciclomotor/Carro","8"
"Sudeste","São Paulo","Masculino","31 a 40","A-Condutor Moto","41.646"
"Sudeste","São Paulo","Masculino","31 a 40","AB-Condutor Moto/Carro","1.702.259"
"Sudeste","São Paulo","Masculino","31 a 40","AC-Condutor Moto/Caminhão","8.704"
"Sudeste","São Paulo","Masculino","31 a 40","AD-Condutor Moto/Ônibus","241.740"
"Sudeste","São Paulo","Masculino","31 a 40","AE-Condutor Moto/Carreta","76.571"
"Sudeste","São Paulo","Masculino","31 a 40","B-Condutor Carro","1.040.445"
"Sudeste","São Paulo","Masculino","31 a 40","C-Condutor Caminhão","2.045"
"Sudeste","São Paulo","Masculino","31 a 40","D-Condutor Ônibus","49.301"
"Sudeste","São Paulo","Masculino","31 a 40","E-Condutor Carreta","10.549"
"Sudeste","São Paulo","Masculino","31 a 40","X-Condutor Ciclomotor","4"
"Sudeste","São Paulo","Masculino","31 a 40","XB-Condutor Ciclomotor/Carro","21"
"Sudeste","São Paulo","Masculino","41 a 50","A-Condutor Moto","32.524"
"Sudeste","São Paulo","Masculino","41 a 50","AB-Condutor Moto/Carro","1.330.135"
"Sudeste","São Paulo","Masculino","41 a 50","AC-Condutor Moto/Caminhão","45.355"
"Sudeste","São Paulo","Masculino","41 a 50","AD-Condutor Moto/Ônibus","304.623"
"Sudeste","São Paulo","Masculino","41 a 50","AE-Condutor Moto/Carreta","135.412"
"Sudeste","São Paulo","Masculino","41 a 50","B-Condutor Carro","1.189.228"
"Sudeste","São Paulo","Masculino","41 a 50","C-Condutor Caminhão","18.184"
"Sudeste","São Paulo","Masculino","41 a 50","D-Condutor Ônibus","135.307"
"Sudeste","São Paulo","Masculino","41 a 50","E-Condutor Carreta","42.282"
"Sudeste","São Paulo","Masculino","41 a 50","X-Condutor Ciclomotor","2"
"Sudeste","São Paulo","Masculino","41 a 50","XB-Condutor Ciclomotor/Carro","17"
"Sudeste","São Paulo","Masculino","51 a 60","A-Condutor Moto","17.855"
"Sudeste","São Paulo","Masculino","51 a 60","AB-Condutor Moto/Carro","731.235"
"Sudeste","São Paulo","Masculino","51 a 60","AC-Condutor Moto/Caminhão","151.353"
"Sudeste","São Paulo","Masculino","51 a 60","AD-Condutor Moto/Ônibus","204.610"
"Sudeste","São Paulo","Masculino","51 a 60","AE-Condutor Moto/Carreta","100.874"
"Sudeste","São Paulo","Masculino","51 a 60","B-Condutor Carro","934.654"
"Sudeste","São Paulo","Masculino","51 a 60","C-Condutor Caminhão","99.875"
"Sudeste","São Paulo","Masculino","51 a 60","D-Condutor Ônibus","186.682"
"Sudeste","São Paulo","Masculino","51 a 60","E-Condutor Carreta","54.174"
"Sudeste","São Paulo","Masculino","51 a 60","X-Condutor Ciclomotor","1"
"Sudeste","São Paulo","Masculino","51 a 60","XB-Condutor Ciclomotor/Carro","8"
"Sudeste","São Paulo","Masculino","51 a 60","XD-Condutor Ciclomotor/Ônibus","1"
"Sudeste","São Paulo","Masculino","61 a 70","A-Condutor Moto","7.745"
"Sudeste","São Paulo","Masculino","61 a 70","AB-Condutor Moto/Carro","379.850"
"Sudeste","São Paulo","Masculino","61 a 70","AC-Condutor Moto/Caminhão","55.166"
"Sudeste","São Paulo","Masculino","61 a 70","AD-Condutor Moto/Ônibus","135.281"
"Sudeste","São Paulo","Masculino","61 a 70","AE-Condutor Moto/Carreta","38.769"
"Sudeste","São Paulo","Masculino","61 a 70","B-Condutor Carro","908.612"
"Sudeste","São Paulo","Masculino","61 a 70","C-Condutor Caminhão","85.612"
"Sudeste","São Paulo","Masculino","61 a 70","D-Condutor Ônibus","271.106"
"Sudeste","São Paulo","Masculino","61 a 70","E-Condutor Carreta","51.968"
"Sudeste","São Paulo","Masculino","61 a 70","XB-Condutor Ciclomotor/Carro","5"
"Sudeste","São Paulo","Masculino","61 a 70","XD-Condutor Ciclomotor/Ônibus","1"
"Sudeste","São Paulo","Masculino","71 a 80","A-Condutor Moto","2.476"
"Sudeste","São Paulo","Masculino","71 a 80","AB-Condutor Moto/Carro","143.384"
